gameId,teamId,teamCity,teamName,gameType,availableFlag,efgPct,ftaRate,gameDate,gameDateTimeEst,home,matchup,min,oppEfgPct,oppFtaRate,oppOrebPct,oppTovPct,opponentTeamCity,opponentTeamId,opponentTeamName,orebPct,teamAbbreviation,teamName_right,tmTovPct,win,wl
40400202,1610612764,Washington,Wizards,Playoffs,,0.45,0.344,2005-05-10T00:00:00,2005-05-10 19:00:00,0,WAS @ MIA,48.0,0.652,0.606,,0.208,Miami,1610612748,Heat,0.373,WAS,,0.138,0,L
40400211,1610612754,Indiana,Pacers,Playoffs,,0.414,0.316,2005-05-09T00:00:00,2005-05-09 20:00:00,0,IND @ DET,48.0,0.493,0.548,0.245,0.11,Detroit,1610612765,Pistons,0.275,IND,,0.2,0,L
40400211,1610612765,Detroit,Pistons,Playoffs,,0.493,0.548,2005-05-09T00:00:00,2005-05-09 20:00:00,1,DET vs. IND,48.0,0.414,0.316,0.275,0.2,Indiana,1610612754,Pacers,0.245,DET,,0.11,1,W
40400221,1610612742,Dallas,Mavericks,Playoffs,,0.474,0.122,2005-05-09T00:00:00,2005-05-09 22:30:00,0,DAL @ PHX,48.0,0.591,0.318,0.283,0.12,Phoenix,1610612756,Suns,0.386,DAL,,0.17,0,L
40400221,1610612756,Phoenix,Suns,Playoffs,,0.591,0.318,2005-05-09T00:00:00,2005-05-09 22:30:00,1,PHX vs. DAL,48.0,0.474,0.122,0.386,0.17,Dallas,1610612742,Mavericks,0.283,PHX,,0.12,1,W
40400231,1610612759,San Antonio,Spurs,Playoffs,,0.536,0.507,2005-05-08T00:00:00,2005-05-08 20:00:00,1,SAS vs. SEA,48.0,0.442,0.234,0.229,0.154,Seattle,1610612760,SuperSonics,0.361,SAS,,0.213,1,W
40400201,1610612748,Miami,Heat,Playoffs,,0.567,0.28,2005-05-08T00:00:00,2005-05-08 15:30:00,1,MIA vs. WAS,48.0,0.395,0.474,0.264,0.177,Washington,1610612764,Wizards,0.311,MIA,,0.165,1,W
40400201,1610612764,Washington,Wizards,Playoffs,,0.395,0.474,2005-05-08T00:00:00,2005-05-08 15:30:00,0,WAS @ MIA,48.0,0.567,0.28,0.311,0.165,Miami,1610612748,Heat,0.264,WAS,,0.177,0,L
40400231,1610612760,Seattle,SuperSonics,Playoffs,,0.442,0.234,2005-05-08T00:00:00,2005-05-08 20:00:00,0,SEA @ SAS,48.0,0.536,0.507,0.361,0.213,San Antonio,1610612759,Spurs,0.229,SEA,,0.154,0,L
40400127,1610612754,Indiana,Pacers,Playoffs,,0.536,0.435,2005-05-07T00:00:00,2005-05-07 19:00:00,0,IND @ BOS,48.0,0.397,0.219,0.277,0.171,Boston,1610612738,Celtics,0.359,IND,,0.159,1,W
40400177,1610612742,Dallas,Mavericks,Playoffs,,0.563,0.35,2005-05-07T00:00:00,2005-05-07 21:30:00,1,DAL vs. HOU,48.0,0.372,0.22,0.309,0.146,Houston,1610612745,Rockets,0.45,DAL,,0.161,1,W
40400127,1610612738,Boston,Celtics,Playoffs,,0.397,0.219,2005-05-07T00:00:00,2005-05-07 19:00:00,1,BOS vs. IND,48.0,0.536,0.435,0.359,0.159,Indiana,1610612754,Pacers,0.277,BOS,,0.171,0,L
40400177,1610612745,Houston,Rockets,Playoffs,,0.372,0.22,2005-05-07T00:00:00,2005-05-07 21:30:00,0,HOU @ DAL,48.0,0.563,0.35,0.45,0.161,Dallas,1610612742,Mavericks,0.309,HOU,,0.146,0,L
40400136,1610612741,Chicago,Bulls,Playoffs,,0.461,0.338,2005-05-06T00:00:00,2005-05-06 20:00:00,0,CHI @ WAS,48.0,0.441,0.341,0.296,0.12,Washington,1610612764,Wizards,0.313,CHI,,0.172,0,L
40400136,1610612764,Washington,Wizards,Playoffs,,0.441,0.341,2005-05-06T00:00:00,2005-05-06 20:00:00,1,WAS vs. CHI,48.0,0.461,0.338,0.313,0.172,Chicago,1610612741,Bulls,0.296,WAS,,0.12,1,W
40400126,1610612738,Boston,Celtics,Playoffs,,0.428,0.211,2005-05-05T00:00:00,2005-05-05 19:00:00,0,BOS @ IND,53.0,0.4,0.493,0.245,0.165,Indiana,1610612754,Pacers,0.382,BOS,,0.175,1,W
40400126,1610612754,Indiana,Pacers,Playoffs,,0.4,0.493,2005-05-05T00:00:00,2005-05-05 19:00:00,1,IND vs. BOS,53.0,0.428,0.211,0.382,0.175,Boston,1610612738,Celtics,0.245,IND,,0.165,0,L
40400176,1610612745,Houston,Rockets,Playoffs,,0.547,0.338,2005-05-05T00:00:00,2005-05-05 21:30:00,1,HOU vs. DAL,48.0,0.401,0.198,0.304,0.13,Dallas,1610612742,Mavericks,,HOU,,0.178,1,W
40400176,1610612742,Dallas,Mavericks,Playoffs,,0.401,0.198,2005-05-05T00:00:00,2005-05-05 21:30:00,0,DAL @ HOU,48.0,0.547,0.338,,0.178,Houston,1610612745,Rockets,0.304,DAL,,0.13,0,L
40400135,1610612764,Washington,Wizards,Playoffs,,0.573,0.366,2005-05-04T00:00:00,2005-05-04 19:00:00,0,WAS @ CHI,48.0,0.547,0.353,0.278,0.153,Chicago,1610612741,Bulls,0.375,WAS,,0.163,1,W
40400135,1610612741,Chicago,Bulls,Playoffs,,0.547,0.353,2005-05-04T00:00:00,2005-05-04 19:00:00,1,CHI vs. WAS,48.0,0.573,0.366,0.375,0.163,Washington,1610612764,Wizards,0.278,CHI,,0.153,0,L
40400155,1610612743,Denver,Nuggets,Playoffs,,0.445,0.244,2005-05-04T00:00:00,2005-05-04 21:30:00,0,DEN @ SAS,48.0,0.514,0.452,0.386,0.191,San Antonio,1610612759,Spurs,,DEN,,0.146,0,L
40400155,1610612759,San Antonio,Spurs,Playoffs,,0.514,0.452,2005-05-04T00:00:00,2005-05-04 21:30:00,1,SAS vs. DEN,48.0,0.445,0.244,,0.146,Denver,1610612743,Nuggets,0.386,SAS,,0.191,1,W
40400115,1610612765,Detroit,Pistons,Playoffs,,0.413,0.338,2005-05-03T00:00:00,2005-05-03 20:00:00,1,DET vs. PHI,48.0,0.465,0.278,0.205,0.161,Philadelphia,1610612755,76ers,0.44,DET,,0.161,1,W
40400125,1610612754,Indiana,Pacers,Playoffs,,0.5,0.371,2005-05-03T00:00:00,2005-05-03 19:30:00,0,IND @ BOS,48.0,0.484,0.469,0.25,0.242,Boston,1610612738,Celtics,0.268,IND,,0.194,1,W
40400165,1610612760,Seattle,SuperSonics,Playoffs,,0.613,0.507,2005-05-03T00:00:00,2005-05-03 22:30:00,1,SEA vs. SAC,48.0,0.564,0.314,0.267,0.074,Sacramento,1610612758,Kings,0.412,SEA,,0.151,1,W
40400125,1610612738,Boston,Celtics,Playoffs,,0.484,0.469,2005-05-03T00:00:00,2005-05-03 19:30:00,1,BOS vs. IND,48.0,0.5,0.371,0.268,0.194,Indiana,1610612754,Pacers,0.25,BOS,,0.242,0,L
40400165,1610612758,Sacramento,Kings,Playoffs,,0.564,0.314,2005-05-03T00:00:00,2005-05-03 22:30:00,0,SAC @ SEA,48.0,0.613,0.507,0.412,0.151,Seattle,1610612760,SuperSonics,0.267,SAC,,0.074,0,L
40400115,1610612755,Philadelphia,76ers,Playoffs,,0.465,0.278,2005-05-03T00:00:00,2005-05-03 20:00:00,0,PHI @ DET,48.0,0.413,0.338,0.44,0.161,Detroit,1610612765,Pistons,0.205,PHI,,0.161,0,L
40400154,1610612759,San Antonio,Spurs,Playoffs,,0.524,0.542,2005-05-02T00:00:00,2005-05-02 22:30:00,0,SAS @ DEN,53.0,0.464,0.554,0.28,0.109,Denver,1610612743,Nuggets,0.333,SAS,,0.125,1,W
40400154,1610612743,Denver,Nuggets,Playoffs,,0.464,0.554,2005-05-02T00:00:00,2005-05-02 22:30:00,1,DEN vs. SAS,53.0,0.524,0.542,0.333,0.125,San Antonio,1610612759,Spurs,0.28,DEN,,0.109,0,L
40400134,1610612764,Washington,Wizards,Playoffs,,0.48,0.513,2005-05-02T00:00:00,2005-05-02 19:30:00,1,WAS vs. CHI,48.0,0.395,0.488,0.339,0.152,Chicago,1610612741,Bulls,0.364,WAS,,0.18,1,W
40400175,1610612745,Houston,Rockets,Playoffs,,0.53,0.597,2005-05-02T00:00:00,2005-05-02 20:00:00,0,HOU @ DAL,48.0,0.506,0.43,0.354,0.121,Dallas,1610612742,Mavericks,,HOU,,0.154,0,L
40400134,1610612741,Chicago,Bulls,Playoffs,,0.395,0.488,2005-05-02T00:00:00,2005-05-02 19:30:00,0,CHI @ WAS,48.0,0.48,0.513,0.364,0.18,Washington,1610612764,Wizards,0.339,CHI,,0.152,0,L
40400175,1610612742,Dallas,Mavericks,Playoffs,,0.506,0.43,2005-05-02T00:00:00,2005-05-02 20:00:00,1,DAL vs. HOU,48.0,0.53,0.597,,0.154,Houston,1610612745,Rockets,0.354,DAL,,0.121,1,W
40400114,1610612765,Detroit,Pistons,Playoffs,,0.487,0.304,2005-05-01T00:00:00,2005-05-01 13:00:00,0,DET @ PHI,53.0,0.476,0.19,0.286,0.165,Philadelphia,1610612755,76ers,0.319,DET,,0.208,1,W
40400114,1610612755,Philadelphia,76ers,Playoffs,,0.476,0.19,2005-05-01T00:00:00,2005-05-01 13:00:00,1,PHI vs. DET,53.0,0.487,0.304,0.319,0.208,Detroit,1610612765,Pistons,0.286,PHI,,0.165,0,L
40400104,1610612751,New Jersey,Nets,Playoffs,,0.434,0.487,2005-05-01T00:00:00,2005-05-01 15:30:00,1,NJN vs. MIA,48.0,0.613,0.479,0.211,0.204,Miami,1610612748,Heat,0.234,NJN,,0.152,0,L
40400104,1610612748,Miami,Heat,Playoffs,,0.613,0.479,2005-05-01T00:00:00,2005-05-01 15:30:00,0,MIA @ NJN,48.0,0.434,0.487,0.234,0.152,New Jersey,1610612751,Nets,0.211,MIA,,0.204,1,W
40400164,1610612758,Sacramento,Kings,Playoffs,,0.455,0.341,2005-05-01T00:00:00,2005-05-01 22:30:00,1,SAC vs. SEA,48.0,0.596,0.411,0.257,0.167,Seattle,1610612760,SuperSonics,0.382,SAC,,0.137,0,L
40400144,1610612756,Phoenix,Suns,Playoffs,,0.69,0.778,2005-05-01T00:00:00,2005-05-01 20:00:00,0,PHX @ MEM,48.0,0.579,0.18,0.267,0.113,Memphis,1610612763,Grizzlies,0.276,PHX,,0.206,1,W
40400144,1610612763,Memphis,Grizzlies,Playoffs,,0.579,0.18,2005-05-01T00:00:00,2005-05-01 20:00:00,1,MEM vs. PHX,48.0,0.69,0.778,0.276,0.206,Phoenix,1610612756,Suns,0.267,MEM,,0.113,0,L
40400164,1610612760,Seattle,SuperSonics,Playoffs,,0.596,0.411,2005-05-01T00:00:00,2005-05-01 22:30:00,0,SEA @ SAC,48.0,0.455,0.341,0.382,0.137,Sacramento,1610612758,Kings,0.257,SEA,,0.167,1,W
40400124,1610612754,Indiana,Pacers,Playoffs,,0.308,0.5,2005-04-30T00:00:00,2005-04-30 20:00:00,1,IND vs. BOS,48.0,0.615,0.311,0.176,0.144,Boston,1610612738,Celtics,0.35,IND,,0.167,0,L
40400153,1610612759,San Antonio,Spurs,Playoffs,,0.42,0.346,2005-04-30T00:00:00,2005-04-30 22:30:00,0,SAS @ DEN,48.0,0.43,0.423,0.277,0.169,Denver,1610612743,Nuggets,0.404,SAS,,0.167,1,W
40400174,1610612745,Houston,Rockets,Playoffs,,0.507,0.361,2005-04-30T00:00:00,2005-04-30 17:30:00,1,HOU vs. DAL,48.0,0.521,0.375,0.317,0.191,Dallas,1610612742,Mavericks,0.375,HOU,,0.205,0,L
40400124,1610612738,Boston,Celtics,Playoffs,,0.615,0.311,2005-04-30T00:00:00,2005-04-30 20:00:00,0,BOS @ IND,48.0,0.308,0.5,0.35,0.167,Indiana,1610612754,Pacers,0.176,BOS,,0.144,1,W
40400174,1610612742,Dallas,Mavericks,Playoffs,,0.521,0.375,2005-04-30T00:00:00,2005-04-30 17:30:00,0,DAL @ HOU,48.0,0.507,0.361,0.375,0.205,Houston,1610612745,Rockets,0.317,DAL,,0.191,1,W
40400153,1610612743,Denver,Nuggets,Playoffs,,0.43,0.423,2005-04-30T00:00:00,2005-04-30 22:30:00,1,DEN vs. SAS,48.0,0.42,0.346,0.404,0.167,San Antonio,1610612759,Spurs,0.277,DEN,,0.169,0,L
40400133,1610612764,Washington,Wizards,Playoffs,,0.453,0.57,2005-04-30T00:00:00,2005-04-30 15:00:00,1,WAS vs. CHI,48.0,0.435,0.405,0.446,0.204,Chicago,1610612741,Bulls,0.481,WAS,,0.105,1,W
40400133,1610612741,Chicago,Bulls,Playoffs,,0.435,0.405,2005-04-30T00:00:00,2005-04-30 15:00:00,0,CHI @ WAS,48.0,0.453,0.57,0.481,0.105,Washington,1610612764,Wizards,0.446,CHI,,0.204,0,L
40400143,1610612763,Memphis,Grizzlies,Playoffs,,0.481,0.225,2005-04-29T00:00:00,2005-04-29 21:00:00,1,MEM vs. PHX,48.0,0.591,0.256,0.318,0.06,Phoenix,1610612756,Suns,0.37,MEM,,0.131,0,L
40400113,1610612765,Detroit,Pistons,Playoffs,,0.568,0.342,2005-04-29T00:00:00,2005-04-29 20:00:00,0,DET @ PHI,48.0,0.622,0.321,0.333,0.081,Philadelphia,1610612755,76ers,0.378,DET,,0.176,0,L
40400163,1610612760,Seattle,SuperSonics,Playoffs,,0.457,0.42,2005-04-29T00:00:00,2005-04-29 22:30:00,0,SEA @ SAC,48.0,0.525,0.456,0.341,0.106,Sacramento,1610612758,Kings,0.417,SEA,,0.174,0,L
40400143,1610612756,Phoenix,Suns,Playoffs,,0.591,0.256,2005-04-29T00:00:00,2005-04-29 21:00:00,0,PHX @ MEM,48.0,0.481,0.225,0.37,0.131,Memphis,1610612763,Grizzlies,0.318,PHX,,0.06,1,W
40400113,1610612755,Philadelphia,76ers,Playoffs,,0.622,0.321,2005-04-29T00:00:00,2005-04-29 20:00:00,1,PHI vs. DET,48.0,0.568,0.342,0.378,0.176,Detroit,1610612765,Pistons,0.333,PHI,,0.081,1,W
40400163,1610612758,Sacramento,Kings,Playoffs,,0.525,0.456,2005-04-29T00:00:00,2005-04-29 22:30:00,1,SAC vs. SEA,48.0,0.457,0.42,0.417,0.174,Seattle,1610612760,SuperSonics,0.341,SAC,,0.106,1,W
40400103,1610612751,New Jersey,Nets,Playoffs,,0.407,0.252,2005-04-28T00:00:00,2005-04-28 19:00:00,1,NJN vs. MIA,58.0,0.512,0.452,0.189,0.157,Miami,1610612748,Heat,0.333,NJN,,0.133,0,L
40400103,1610612748,Miami,Heat,Playoffs,,0.512,0.452,2005-04-28T00:00:00,2005-04-28 19:00:00,0,MIA @ NJN,58.0,0.407,0.252,0.333,0.133,New Jersey,1610612751,Nets,0.189,MIA,,0.157,1,W
40400173,1610612745,Houston,Rockets,Playoffs,,0.531,0.313,2005-04-28T00:00:00,2005-04-28 21:30:00,1,HOU vs. DAL,48.0,0.544,0.544,0.231,0.133,Dallas,1610612742,Mavericks,0.396,HOU,,0.165,0,L
40400173,1610612742,Dallas,Mavericks,Playoffs,,0.544,0.544,2005-04-28T00:00:00,2005-04-28 21:30:00,0,DAL @ HOU,48.0,0.531,0.313,0.396,0.165,Houston,1610612745,Rockets,0.231,DAL,,0.133,1,W
40400123,1610612754,Indiana,Pacers,Playoffs,,0.515,0.559,2005-04-28T00:00:00,2005-04-28 20:30:00,1,IND vs. BOS,48.0,0.417,0.218,,0.165,Boston,1610612738,Celtics,,IND,,0.163,1,W
40400123,1610612738,Boston,Celtics,Playoffs,,0.417,0.218,2005-04-28T00:00:00,2005-04-28 20:30:00,0,BOS @ IND,48.0,0.515,0.559,,0.163,Indiana,1610612754,Pacers,,BOS,,0.165,0,L
40400152,1610612743,Denver,Nuggets,Playoffs,,0.38,0.347,2005-04-27T00:00:00,2005-04-27 20:00:00,0,DEN @ SAS,48.0,0.549,0.535,0.19,0.1,San Antonio,1610612759,Spurs,0.212,DEN,,0.143,0,L
40400152,1610612759,San Antonio,Spurs,Playoffs,,0.549,0.535,2005-04-27T00:00:00,2005-04-27 20:00:00,1,SAS vs. DEN,48.0,0.38,0.347,0.212,0.143,Denver,1610612743,Nuggets,0.19,SAS,,0.1,1,W
40400132,1610612741,Chicago,Bulls,Playoffs,,0.537,0.354,2005-04-27T00:00:00,2005-04-27 20:30:00,1,CHI vs. WAS,48.0,0.475,0.45,0.255,0.18,Washington,1610612764,Wizards,0.267,CHI,,0.167,1,W
40400132,1610612764,Washington,Wizards,Playoffs,,0.475,0.45,2005-04-27T00:00:00,2005-04-27 20:30:00,0,WAS @ CHI,48.0,0.537,0.354,0.267,0.167,Chicago,1610612741,Bulls,0.255,WAS,,0.18,0,L
40400142,1610612763,Memphis,Grizzlies,Playoffs,,0.489,0.202,2005-04-27T00:00:00,2005-04-27 22:30:00,0,MEM @ PHX,48.0,0.494,0.513,0.326,0.106,Phoenix,1610612756,Suns,0.327,MEM,,0.084,0,L
40400142,1610612756,Phoenix,Suns,Playoffs,,0.494,0.513,2005-04-27T00:00:00,2005-04-27 22:30:00,1,PHX vs. MEM,48.0,0.489,0.202,0.327,0.084,Memphis,1610612763,Grizzlies,0.326,PHX,,0.106,1,W
40400112,1610612755,Philadelphia,76ers,Playoffs,,0.391,0.241,2005-04-26T00:00:00,2005-04-26 19:30:00,0,PHI @ DET,48.0,0.542,0.319,0.216,0.191,Detroit,1610612765,Pistons,0.259,PHI,,0.128,0,L
40400162,1610612758,Sacramento,Kings,Playoffs,,0.444,0.167,2005-04-26T00:00:00,2005-04-26 22:30:00,0,SAC @ SEA,48.0,0.506,0.375,0.255,0.126,Seattle,1610612760,SuperSonics,0.288,SAC,,0.128,0,L
40400112,1610612765,Detroit,Pistons,Playoffs,,0.542,0.319,2005-04-26T00:00:00,2005-04-26 19:30:00,1,DET vs. PHI,48.0,0.391,0.241,0.259,0.128,Philadelphia,1610612755,76ers,0.216,DET,,0.191,1,W
40400162,1610612760,Seattle,SuperSonics,Playoffs,,0.506,0.375,2005-04-26T00:00:00,2005-04-26 22:30:00,1,SEA vs. SAC,48.0,0.444,0.167,0.288,0.128,Sacramento,1610612758,Kings,0.255,SEA,,0.126,1,W
40400102,1610612748,Miami,Heat,Playoffs,,0.513,0.507,2005-04-26T00:00:00,2005-04-26 20:00:00,1,MIA vs. NJN,48.0,0.397,0.449,0.352,0.152,New Jersey,1610612751,Nets,0.386,MIA,,0.165,1,W
40400102,1610612751,New Jersey,Nets,Playoffs,,0.397,0.449,2005-04-26T00:00:00,2005-04-26 20:00:00,0,NJN @ MIA,48.0,0.513,0.507,0.386,0.165,Miami,1610612748,Heat,0.352,NJN,,0.152,0,L
40400122,1610612738,Boston,Celtics,Playoffs,,0.41,0.433,2005-04-25T00:00:00,2005-04-25 19:00:00,1,BOS vs. IND,48.0,0.471,0.257,0.214,0.148,Indiana,1610612754,Pacers,0.395,BOS,,0.2,0,L
40400122,1610612754,Indiana,Pacers,Playoffs,,0.471,0.257,2005-04-25T00:00:00,2005-04-25 19:00:00,0,IND @ BOS,48.0,0.41,0.433,0.395,0.2,Boston,1610612738,Celtics,0.214,IND,,0.148,1,W
40400172,1610612745,Houston,Rockets,Playoffs,,0.61,0.37,2005-04-25T00:00:00,2005-04-25 21:30:00,0,HOU @ DAL,48.0,0.561,0.317,0.444,0.154,Dallas,1610612742,Mavericks,,HOU,,0.135,1,W
40400172,1610612742,Dallas,Mavericks,Playoffs,,0.561,0.317,2005-04-25T00:00:00,2005-04-25 21:30:00,1,DAL vs. HOU,48.0,0.61,0.37,,0.135,Houston,1610612745,Rockets,0.444,DAL,,0.154,0,L
40400141,1610612756,Phoenix,Suns,Playoffs,,0.532,0.194,2005-04-24T00:00:00,2005-04-24 22:30:00,1,PHX vs. MEM,48.0,0.517,0.17,0.28,0.138,Memphis,1610612763,Grizzlies,0.321,PHX,,0.096,1,W
40400151,1610612743,Denver,Nuggets,Playoffs,,0.433,0.366,2005-04-24T00:00:00,2005-04-24 20:00:00,0,DEN @ SAS,48.0,0.438,0.235,0.298,0.181,San Antonio,1610612759,Spurs,0.308,DEN,,0.138,1,W
40400151,1610612759,San Antonio,Spurs,Playoffs,,0.438,0.235,2005-04-24T00:00:00,2005-04-24 20:00:00,1,SAS vs. DEN,48.0,0.433,0.366,0.308,0.138,Denver,1610612743,Nuggets,0.298,SAS,,0.181,0,L
40400131,1610612741,Chicago,Bulls,Playoffs,,0.463,0.277,2005-04-24T00:00:00,2005-04-24 17:30:00,1,CHI vs. WAS,48.0,0.413,0.384,0.316,0.125,Washington,1610612764,Wizards,0.362,CHI,,0.094,1,W
40400141,1610612763,Memphis,Grizzlies,Playoffs,,0.517,0.17,2005-04-24T00:00:00,2005-04-24 22:30:00,0,MEM @ PHX,48.0,0.532,0.194,0.321,0.096,Phoenix,1610612756,Suns,0.28,MEM,,0.138,0,L
40400131,1610612764,Washington,Wizards,Playoffs,,0.413,0.384,2005-04-24T00:00:00,2005-04-24 17:30:00,0,WAS @ CHI,48.0,0.463,0.277,0.362,0.094,Chicago,1610612741,Bulls,0.316,WAS,,0.125,0,L
40400101,1610612751,New Jersey,Nets,Playoffs,,0.5,0.333,2005-04-24T00:00:00,2005-04-24 15:00:00,0,NJN @ MIA,48.0,0.655,0.493,,0.114,Miami,1610612748,Heat,,NJN,,0.09,0,L
40400101,1610612748,Miami,Heat,Playoffs,,0.655,0.493,2005-04-24T00:00:00,2005-04-24 15:00:00,1,MIA vs. NJN,48.0,0.5,0.333,,0.09,New Jersey,1610612751,Nets,,MIA,,0.114,1,W
40400121,1610612754,Indiana,Pacers,Playoffs,,0.394,0.545,2005-04-23T00:00:00,2005-04-23 20:00:00,0,IND @ BOS,48.0,0.581,0.338,0.175,0.121,Boston,1610612738,Celtics,0.311,IND,,0.244,0,L
40400111,1610612765,Detroit,Pistons,Playoffs,,0.556,0.296,2005-04-23T00:00:00,2005-04-23 15:00:00,1,DET vs. PHI,48.0,0.448,0.26,0.208,0.16,Philadelphia,1610612755,76ers,,DET,,0.16,1,W
40400121,1610612738,Boston,Celtics,Playoffs,,0.581,0.338,2005-04-23T00:00:00,2005-04-23 20:00:00,1,BOS vs. IND,48.0,0.394,0.545,0.311,0.244,Indiana,1610612754,Pacers,0.175,BOS,,0.121,1,W
40400171,1610612742,Dallas,Mavericks,Playoffs,,0.39,0.618,2005-04-23T00:00:00,2005-04-23 17:30:00,1,DAL vs. HOU,48.0,0.513,0.256,0.372,0.143,Houston,1610612745,Rockets,,DAL,,0.155,0,L
40400161,1610612760,Seattle,SuperSonics,Playoffs,,0.388,0.329,2005-04-23T00:00:00,2005-04-23 22:30:00,1,SEA vs. SAC,48.0,0.415,0.17,0.448,0.169,Sacramento,1610612758,Kings,0.5,SEA,,0.133,1,W
40400161,1610612758,Sacramento,Kings,Playoffs,,0.415,0.17,2005-04-23T00:00:00,2005-04-23 22:30:00,0,SAC @ SEA,48.0,0.388,0.329,0.5,0.133,Seattle,1610612760,SuperSonics,0.448,SAC,,0.169,0,L
40400111,1610612755,Philadelphia,76ers,Playoffs,,0.448,0.26,2005-04-23T00:00:00,2005-04-23 15:00:00,0,PHI @ DET,48.0,0.556,0.296,,0.16,Detroit,1610612765,Pistons,0.208,PHI,,0.16,0,L
40400171,1610612745,Houston,Rockets,Playoffs,,0.513,0.256,2005-04-23T00:00:00,2005-04-23 17:30:00,0,HOU @ DAL,48.0,0.39,0.618,,0.155,Dallas,1610612742,Mavericks,0.372,HOU,,0.143,1,W
10400119,1610612756,Phoenix,Suns,Preseason,,0.585,0.33,2004-10-29T00:00:00,2004-10-29 22:30:00,0,PHX @ SAC,48.0,0.483,0.218,0.226,0.158,Sacramento,1610612758,Kings,0.489,PHX,,0.198,1,W
10400115,1610612743,Denver,Nuggets,Preseason,,0.527,0.307,2004-10-29T00:00:00,2004-10-29 20:00:00,0,DEN @ IND,48.0,0.419,0.397,0.267,0.253,Indiana,1610612754,Pacers,0.31,DEN,,0.211,1,W
10400114,1610612739,Cleveland,Cavaliers,Preseason,,0.464,0.301,2004-10-29T00:00:00,2004-10-29 19:00:00,0,CLE @ TOR,48.0,0.423,0.564,0.288,0.116,Toronto,1610612761,Raptors,0.34,CLE,,0.156,0,L
10400115,1610612754,Indiana,Pacers,Preseason,,0.419,0.397,2004-10-29T00:00:00,2004-10-29 20:00:00,1,IND vs. DEN,48.0,0.527,0.307,0.31,0.211,Denver,1610612743,Nuggets,0.267,IND,,0.253,0,L
10400114,1610612761,Toronto,Raptors,Preseason,,0.423,0.564,2004-10-29T00:00:00,2004-10-29 19:00:00,1,TOR vs. CLE,48.0,0.464,0.301,0.34,0.156,Cleveland,1610612739,Cavaliers,0.288,TOR,,0.116,1,W
10400118,1610612759,San Antonio,Spurs,Preseason,,0.5,0.577,2004-10-29T00:00:00,2004-10-29 20:30:00,1,SAS vs. NOH,48.0,0.406,0.325,0.346,0.211,New Orleans,1610612740,Hornets,,SAS,,0.213,1,W
10400117,1610612757,Portland,Trail Blazers,Preseason,,0.413,0.209,2004-10-29T00:00:00,2004-10-29 22:30:00,0,POR @ SEA,48.0,0.575,0.284,0.368,0.247,Seattle,1610612760,SuperSonics,0.426,POR,,0.153,0,L
10400117,1610612760,Seattle,SuperSonics,Preseason,,0.575,0.284,2004-10-29T00:00:00,2004-10-29 22:30:00,1,SEA vs. POR,48.0,0.413,0.209,0.426,0.153,Portland,1610612757,Trail Blazers,0.368,SEA,,0.247,1,W
10400119,1610612758,Sacramento,Kings,Preseason,,0.483,0.218,2004-10-29T00:00:00,2004-10-29 22:30:00,1,SAC vs. PHX,48.0,0.585,0.33,0.489,0.198,Phoenix,1610612756,Suns,0.226,SAC,,0.158,0,L
10400118,1610612740,New Orleans,Hornets,Preseason,,0.406,0.325,2004-10-29T00:00:00,2004-10-29 20:30:00,0,NOH @ SAS,48.0,0.5,0.577,,0.213,San Antonio,1610612759,Spurs,0.346,NOH,,0.211,0,L
10400116,1610612750,Minnesota,Timberwolves,Preseason,,0.537,0.5,2004-10-29T00:00:00,2004-10-29 20:00:00,1,MIN vs. DET,36.0,0.446,0.286,0.353,0.268,Detroit,1610612765,Pistons,,MIN,,0.181,1,W
10400116,1610612765,Detroit,Pistons,Preseason,,0.446,0.286,2004-10-29T00:00:00,2004-10-29 20:00:00,0,DET @ MIN,36.0,0.537,0.5,,0.181,Minnesota,1610612750,Timberwolves,0.353,DET,,0.268,0,L
10400107,1610612751,New Jersey,Nets,Preseason,,0.515,0.603,2004-10-28T00:00:00,2004-10-28 19:30:00,1,NJN vs. PHI,48.0,0.507,0.478,0.214,0.216,Philadelphia,1610612755,76ers,0.341,NJN,,0.235,1,W
10400110,1610612742,Dallas,Mavericks,Preseason,,0.568,0.459,2004-10-28T00:00:00,2004-10-28 20:30:00,1,DAL vs. SAC,48.0,0.463,0.588,0.244,0.152,Sacramento,1610612758,Kings,0.382,DAL,,0.141,1,W
10400113,1610612746,Los Angeles,Clippers,Preseason,,0.359,0.494,2004-10-28T00:00:00,2004-10-28 22:30:00,1,LAC vs. PHX,48.0,0.462,0.577,0.326,0.152,Phoenix,1610612756,Suns,0.379,LAC,,0.17,0,L
10400107,1610612755,Philadelphia,76ers,Preseason,,0.507,0.478,2004-10-28T00:00:00,2004-10-28 19:30:00,0,PHI @ NJN,48.0,0.515,0.603,0.341,0.235,New Jersey,1610612751,Nets,0.214,PHI,,0.216,0,L
10400108,1610612762,Utah,Jazz,Preseason,,0.448,0.26,2004-10-28T00:00:00,2004-10-28 19:30:00,0,UTA @ NYK,48.0,0.459,0.656,0.35,0.239,New York,1610612752,Knicks,0.391,UTA,,0.191,0,L
